UserID,age,gender,occupation,clusterNum
1362,25,2,0,9
1363,35,1,12,9
1364,50,1,7,7
1365,45,2,2,9
1366,1,2,10,9
1367,1,1,10,9
1368,25,1,12,9
1369,25,2,3,9
1370,25,1,5,9
1371,35,1,2,9
1372,50,2,2,8
1373,1,1,10,6
1374,25,2,1,9
1375,50,1,1,9
1376,45,2,5,8
1377,45,2,1,9
1378,35,1,16,9
1379,45,2,7,9
1380,56,2,13,9
1381,1,1,10,9
1382,18,1,11,9
1383,45,2,1,9
1384,25,2,7,9
1385,18,1,10,6
1386,25,2,5,6
1387,25,2,0,9
1388,50,2,13,9
1389,56,1,20,9
1390,25,1,17,9
1391,35,1,16,9
1392,35,1,15,9
1393,45,1,3,9
1394,18,1,4,9
1395,25,2,3,6
1396,25,1,2,9
1397,25,2,12,9
1398,35,1,7,9
1399,56,2,16,7
1400,18,1,17,9
1401,25,1,7,9
1402,18,2,1,9
1403,18,1,4,9
1404,25,2,0,9
1405,50,1,16,9
1406,56,1,13,9
1407,25,1,4,6
1408,35,2,15,9
1409,25,1,0,9
1410,18,1,4,9
1411,50,1,7,9
1412,35,1,1,9
1413,25,1,17,9
1414,18,1,3,9
1415,18,1,4,9
1416,45,1,14,9
1417,25,1,14,9
1418,35,1,16,7
1419,18,1,4,9
1420,25,2,1,9
1421,18,1,4,9
1422,1,2,10,9
1423,35,1,17,9
1424,25,1,4,9
1425,35,1,0,9
1426,1,1,10,9
1427,18,1,14,9
1428,25,1,12,9
1429,45,2,11,9
1430,35,2,3,8
1431,18,1,4,9
1432,56,1,6,6
1433,35,1,1,9
1434,18,2,14,9
1435,1,2,10,9
1436,25,1,14,9
1437,50,2,6,9
1438,50,1,3,9
1439,18,1,2,9
1440,35,1,3,9
1441,35,1,12,9
1442,35,1,16,9
1443,18,1,2,9
1444,35,1,2,9
1445,25,2,4,7
1446,25,1,2,6
1447,35,1,12,9
1448,18,1,4,9
1449,25,2,3,9
1450,35,1,20,9
1451,18,1,4,9
1452,35,1,20,9
1453,56,2,13,8
1454,25,1,14,7
1455,18,1,4,9
1456,45,2,0,9
1457,25,1,2,9
1458,25,1,1,9
1459,1,1,0,9
1460,25,2,0,7
1461,18,2,4,8
1462,45,2,0,9
1463,35,1,16,9
1464,50,1,16,9
1465,35,1,12,9
1466,50,1,16,9
1467,18,1,4,9
1468,25,1,5,9
1469,1,1,14,9
1470,56,1,20,8
1471,18,1,4,9
1472,25,1,17,6
1473,25,1,7,9
1474,25,1,14,9
1475,25,1,4,9
1476,25,2,2,9
1477,18,2,0,9
1478,45,2,1,9
1479,1,1,10,9
1480,50,2,2,9
1481,25,1,20,6
1482,35,1,17,9
1483,25,1,7,9
1484,18,1,4,9
1485,25,1,12,9
1486,25,2,9,9
1487,25,1,16,9
1488,35,1,7,6
1489,25,1,7,9
1490,35,2,2,9
1491,50,1,7,9
1492,18,1,4,9
1493,25,1,12,9
1494,25,2,14,7
1495,25,1,17,9
1496,18,1,0,9
1497,25,1,17,9
1498,50,1,5,9
1499,18,1,4,9
1500,1,1,10,9
1501,25,1,17,9
1502,25,1,11,9
1503,18,1,4,9
1504,25,1,12,9
1505,18,1,19,9
1506,50,1,11,9
1507,25,1,7,9
1508,35,1,17,9
1509,1,2,10,9
1510,1,1,0,9
1511,25,2,1,7
1512,35,1,12,9
1513,25,1,20,6
1514,35,2,16,9
1515,18,1,4,9
1516,25,1,16,6
1517,25,2,12,9
1518,18,1,0,9
1519,25,1,2,9
1520,18,1,4,9
1521,25,1,17,8
1522,25,2,7,9
1523,35,1,20,9
1524,25,1,17,9
1525,18,1,4,9
1526,25,2,16,9
1527,56,1,17,9
1528,18,1,10,9
1529,25,1,15,8
1530,18,1,4,9
1531,25,1,4,9
1532,45,1,17,9
1533,18,1,14,9
1534,45,1,1,9
1535,50,1,12,9
1536,18,2,20,9
1537,35,2,3,9
1538,18,1,20,9
1539,25,1,3,9
1540,25,1,3,7
1541,45,1,0,9
1542,56,1,17,9
1543,18,1,17,9
1544,25,1,11,9
1545,25,1,12,9
1546,25,1,20,9
1547,25,1,4,9
1548,56,1,13,9
1549,35,1,1,9
1550,35,1,6,8
1551,18,1,4,9
1552,25,1,11,9
1553,45,1,20,9
1554,25,2,15,9
1555,35,2,12,9
1556,18,2,0,9
1557,18,1,4,9
1558,18,2,4,9
1559,18,1,6,6
1560,35,1,8,9
1561,25,2,3,9
1562,18,2,4,9
1563,18,1,20,9
1564,1,2,10,8
1565,50,1,1,8
1566,45,1,17,9
1567,35,1,16,9
1568,25,1,12,9
1569,1,2,10,7
1570,56,2,13,9
1571,18,1,17,9
1572,25,1,20,9
1573,25,2,3,9
1574,1,1,0,8
1575,25,1,6,9
1576,50,2,7,8
1577,45,2,9,9
1578,56,1,0,9
1579,18,1,4,9
1580,25,1,0,9
1581,18,2,4,8
1582,18,2,4,9
1583,18,1,0,8
1584,35,1,6,9
1585,25,1,19,9
1586,56,1,20,9
1587,45,1,7,9
1588,25,2,3,9
1589,25,1,11,8
1590,25,1,0,9
1591,35,1,1,9
1592,50,1,7,9
1593,35,1,7,9
1594,25,1,16,9
1595,35,2,20,9
1596,35,1,1,9
1597,18,2,5,7
1598,25,1,12,9
1599,35,1,13,9
1600,25,1,0,9
1601,35,1,7,9
1602,25,1,12,9
1603,25,2,7,9
1604,25,2,0,9
1605,25,1,11,9
1606,18,2,0,9
1607,35,2,3,9
1608,45,1,1,9
1609,25,1,11,9
1610,35,2,9,9
1611,25,1,11,9
1612,25,1,0,9
1613,25,1,17,9
1614,18,1,20,9
1615,35,1,0,9
1616,45,2,7,2
1617,25,1,0,9
1618,25,1,12,9
1619,50,1,0,9
1620,50,1,3,9
1621,25,1,20,8
1622,25,1,4,9
1623,18,1,4,9
1624,50,1,15,9
1625,25,1,0,9
1626,45,1,0,6
1627,18,1,4,9
1628,18,1,17,7
1629,18,1,20,9
1630,18,1,4,9
1631,45,1,17,9
1632,50,2,0,9
1633,25,1,16,9
1634,45,2,7,9
1635,56,2,0,9
1636,25,1,0,9
1637,25,2,19,9
1638,56,1,0,9
1639,18,2,17,9
1640,25,1,17,9
1641,35,1,17,9
1642,25,1,0,9
1643,50,1,13,9
1644,45,1,2,9
1645,18,1,12,9
1646,18,2,9,9
1647,25,1,20,9
1648,18,1,18,9
1649,50,1,14,9
1650,18,1,19,8
1651,25,1,19,9
1652,25,1,12,9
1653,25,1,16,9
1654,18,1,0,9
1655,45,2,0,9
1656,18,1,4,9
1657,25,1,17,9
1658,45,2,0,8
1659,35,2,6,9
1660,18,2,9,9
1661,25,2,2,9
1662,35,1,7,7
1663,25,1,12,8
1664,18,1,4,9
1665,18,2,4,7
1666,45,1,17,9
1667,25,1,14,9
1668,50,1,16,9
1669,35,1,2,7
1670,25,2,17,9
1671,56,2,13,9
1672,35,1,0,9
1673,25,1,17,7
1674,1,1,10,9
1675,35,1,2,8
1676,25,2,6,9
1677,18,1,4,9
1678,18,1,14,9
1679,18,2,17,9
1680,25,1,12,9
1681,25,1,20,9
1682,18,1,4,9
1683,25,1,2,9
1684,25,2,7,9
1685,18,1,3,8
1686,35,1,12,9
1687,35,1,12,7
1688,25,1,3,9
1689,18,2,4,9
1690,35,1,5,9
1691,35,1,16,9
1692,25,2,17,9
1693,35,1,20,9
1694,25,1,12,9
1695,25,1,12,9
1696,25,1,1,9
1697,35,1,7,9
1698,18,2,4,9
1699,35,1,2,9
1700,25,2,19,9
1701,25,1,20,9
1702,25,2,4,9
1703,18,1,10,9
1704,18,1,15,7
1705,25,1,4,9
1706,18,2,4,9
1707,25,1,20,9
1708,50,1,1,9
1709,25,1,0,7
1710,25,1,0,9
1711,18,1,0,9
1712,18,2,4,7
1713,25,1,0,9
1714,25,1,0,9
1715,25,1,17,9
1716,25,1,16,8
1717,25,1,0,9
1718,50,2,6,9
1719,18,1,4,6
1720,18,1,16,9
1721,18,1,4,9
1722,18,1,19,8
1723,35,1,0,9
1724,35,1,17,9
1725,18,1,4,9
1726,18,1,19,8
1727,25,1,2,9
1728,35,1,16,9
1729,18,1,4,8
1730,25,1,7,8
1731,18,2,4,9
1732,18,2,0,9
1733,18,1,4,9
1734,18,1,14,9
1735,45,1,17,9
1736,18,1,20,9
1737,56,1,8,9
1738,35,1,20,9
1739,35,1,16,9
1740,56,1,16,9
1741,56,1,1,9
1742,35,1,7,9
1743,25,1,15,9
1744,35,1,17,8
1745,35,1,12,9
1746,45,1,0,9
1747,25,1,4,9
1748,25,1,0,9
1749,50,1,1,9
1750,25,1,2,9
1751,50,1,5,9
1752,35,1,20,8
1753,25,1,3,9
1754,35,1,6,9
1755,18,1,19,6
1756,18,2,4,9
1757,25,2,1,7
1758,25,1,4,9
1759,25,2,0,9
1760,25,1,16,9
1761,25,2,3,9
1762,35,1,0,9
1763,25,1,14,9
1764,35,1,7,7
1765,18,1,0,9
1766,18,1,4,9
1767,45,2,0,9
1768,25,1,20,9
1769,45,1,16,9
1770,25,1,17,9
1771,35,1,16,9
1772,25,1,17,9
1773,56,1,2,9
1774,18,1,4,9
1775,25,1,17,8
1776,25,1,4,9
1777,25,1,0,9
1778,25,1,20,9
1779,18,1,4,9
1780,18,1,1,9
1781,35,1,1,9
1782,35,2,0,9
1783,45,1,0,9
1784,18,1,4,9
1785,18,1,20,9
1786,18,1,4,9
1787,45,1,1,8
1788,18,1,8,9
1789,45,1,2,9
1790,1,1,10,9
1791,25,1,0,9
1792,18,1,4,9
1793,25,2,2,9
1794,25,1,4,9
1795,25,1,11,9
1796,18,1,17,9
1797,50,1,11,9
1798,35,1,7,9
1799,45,1,11,9
1800,35,1,11,9
1801,18,1,4,9
1802,25,2,6,9
1803,18,1,4,9
1804,25,1,2,9
1805,25,1,7,9
1806,18,1,4,9
1807,18,1,4,9
1808,18,1,17,9
1809,18,2,4,9
1810,25,2,14,9
1811,50,1,13,9
1812,56,1,2,9
1813,25,2,12,9
1814,35,2,6,9
1815,50,1,7,9
1816,1,1,1,9
1817,35,2,9,9
1818,35,1,1,9
1819,1,1,8,8
1820,35,2,12,9
1821,25,1,20,9
1822,25,1,20,9
1823,25,2,0,9
1824,35,2,1,9
1825,18,2,4,9
1826,25,1,7,9
1827,45,1,11,9
1828,25,2,1,9
1829,18,1,4,9
1830,25,1,16,9
1831,18,1,4,9
1832,18,1,4,9
1833,18,2,4,9
1834,18,1,17,9
1835,35,1,5,9
1836,25,1,19,9
1837,25,1,0,9
1838,25,1,2,9
1839,35,1,7,9
1840,18,1,4,9
1841,25,1,12,9
1842,18,1,0,9
1843,18,1,4,9
1844,25,1,12,9
1845,18,2,4,9
1846,25,1,2,9
1847,45,1,12,9
1848,18,1,4,9
1849,35,1,5,6
1850,35,1,7,7
1851,18,1,5,9
1852,25,1,19,9
1853,25,1,12,9
1854,50,1,0,9
1855,25,1,0,9
1856,18,1,4,9
1857,56,1,7,9
1858,1,1,10,8
1859,18,2,4,9
1860,25,2,4,9
1861,56,1,16,9
1862,50,1,16,9
1863,50,1,14,7
1864,18,1,4,9
1865,35,1,7,4
1866,18,2,1,9
1867,25,1,7,9
1868,50,1,7,9
1869,50,1,11,9
1870,45,1,14,9
1871,56,1,13,9
1872,45,2,1,9
1873,50,1,20,6
1874,35,1,7,9
1875,45,1,7,9
1876,35,1,12,9
1877,25,1,12,7
1878,45,2,20,9
1879,1,1,10,9
1880,25,1,4,9
1881,35,1,0,9
1882,35,1,2,9
1883,35,1,16,9
1884,50,2,0,9
1885,45,1,20,9
1886,50,1,17,9
1887,25,1,12,7
1888,56,1,15,9
1889,35,1,12,9
1890,18,1,14,9
1891,50,1,6,9
1892,45,1,1,9
1893,25,1,20,9
1894,35,2,0,9
1895,35,2,7,9
1896,35,1,14,9
1897,56,1,13,9
1898,50,2,2,9
1899,25,1,12,9
1900,45,2,6,9
1901,56,1,12,9
1902,50,1,7,9
1903,25,1,19,9
1904,35,1,0,9
1905,18,1,1,9
1906,35,2,20,9
1907,25,2,5,9
1908,35,1,17,9
1909,56,1,13,9
1910,18,1,4,9
1911,1,1,10,9
1912,18,2,4,9
1913,25,1,4,9
1914,25,1,17,9
1915,35,2,14,9
1916,50,1,13,9
1917,45,1,7,9
1918,18,1,10,9
1919,45,2,6,5
1920,1,1,0,7
1921,35,2,7,9
1922,56,1,12,9
1923,25,2,7,9
1924,35,1,7,8
1925,56,2,6,9
1926,50,1,7,9
1927,1,2,0,9
1928,35,1,7,6
1929,1,1,10,9
1930,1,2,10,9
1931,25,1,15,9
1932,25,1,2,9
1933,25,1,7,8
1934,18,1,19,9
1935,25,1,17,9
1936,1,1,10,8
1937,35,1,0,9
1938,25,1,11,9
1939,25,2,2,9
1940,35,2,2,9
1941,25,1,12,9
1942,35,1,17,9
1943,35,1,5,9
1944,18,1,4,9
1945,18,2,4,9
1946,25,1,20,9
1947,25,1,14,9
1948,25,1,7,9
1949,1,1,10,9
1950,18,1,17,9
1951,25,1,12,9
1952,18,2,4,9
1953,35,1,1,9
1954,25,2,2,8
1955,25,1,16,9
1956,1,1,19,8
1957,35,1,0,8
1958,18,2,4,9
1959,25,2,1,9
1960,50,2,13,9
1961,45,1,7,9
1962,50,2,3,9
1963,18,2,1,9
1964,50,2,9,9
1965,25,2,6,9
1966,56,1,17,9
1967,25,1,20,9
1968,50,1,7,9
1969,25,1,11,9
1970,25,2,3,9
1971,50,1,13,8
1972,25,2,14,9
1973,45,1,17,9
1974,25,1,1,6
1975,35,1,17,9
1976,18,1,4,9
1977,35,1,5,9
1978,56,1,6,9
1979,1,1,10,9
1980,56,1,17,7
1981,35,1,7,9
1982,56,1,1,9
1983,1,1,10,9
1984,25,1,14,9
1985,18,1,10,9
1986,45,1,12,9
1987,50,1,13,8
1988,25,1,17,9
1989,25,2,1,9
1990,50,1,6,9
1991,25,1,7,7
1992,25,1,20,9
1993,18,1,4,9
1994,35,1,17,9
1995,35,1,2,9
1996,25,1,1,9
1997,35,1,0,9
1998,25,1,0,9
1999,50,2,9,9
2000,35,2,3,9
2001,18,1,4,9
2002,50,1,1,9
2003,56,2,13,9
2004,1,1,10,9
2005,45,1,19,9
2006,18,1,4,9
2007,35,1,0,9
2008,50,1,16,9
2009,25,1,3,9
2010,35,2,7,9
2011,18,1,4,9
2012,35,2,3,9
2013,25,1,4,9
2014,45,1,0,9
2015,18,1,4,8
2016,18,1,4,9
2017,56,2,2,9
2018,25,1,17,9
2019,35,1,16,9
2020,50,1,1,9
2021,25,1,7,9
2022,25,1,0,9
2023,25,1,7,9
2024,18,1,4,9
2025,1,1,19,9
2026,56,1,13,9
2027,50,1,16,9
2028,25,2,9,9
2029,45,1,6,9
2030,25,2,12,9
2031,25,1,4,9
2032,35,1,20,9
2033,50,1,14,9
2034,45,2,20,8
2035,45,2,2,9
2036,18,2,0,9
2037,25,2,14,9
2038,56,1,14,5
2039,45,2,1,9
2040,50,1,16,9
2041,25,2,7,7
2042,25,2,20,9
2043,1,1,10,9
2044,25,1,14,9
2045,45,2,0,9
2046,1,2,0,6
2047,35,1,1,9
2048,1,1,10,9
2049,50,1,6,9
2050,50,2,0,6
2051,35,2,3,9
2052,35,1,7,9
2053,1,1,10,6
2054,45,1,11,6
2055,25,1,12,9
2056,50,1,11,9
2057,25,1,4,9
2058,35,1,1,9
2059,56,2,1,9
2060,35,1,0,9
2061,1,1,1,9
2062,56,1,1,6
2063,18,1,4,9
2064,25,1,4,9
2065,35,1,1,9
2066,25,1,6,8
2067,25,2,6,8
2068,50,1,16,9
2069,35,2,12,9
2070,56,1,15,8
2071,35,2,6,9
2072,45,1,7,9
2073,50,2,12,9
2074,18,2,4,9
2075,18,1,4,9
2076,25,2,4,9
2077,18,1,4,9
2078,18,1,0,9
2079,18,1,4,9
2080,1,1,10,9
2081,25,1,11,8
2082,18,1,17,9
2083,1,1,19,9
2084,18,1,4,9
2085,18,1,4,9
2086,18,1,0,9
2087,35,1,14,9
2088,25,1,0,9
2089,50,1,7,9
2090,35,1,17,9
2091,35,1,17,9
2092,35,2,20,9
2093,56,1,1,9
2094,18,1,0,9
2095,35,1,2,9
2096,56,1,13,9
2097,25,2,17,9
2098,18,1,5,9
2099,35,1,20,9
2100,18,2,0,6
2101,25,2,0,9
2102,25,1,16,9
2103,25,1,11,9
2104,35,1,12,9
2105,45,1,15,9
2106,25,1,1,9
2107,18,2,20,9
2108,25,1,1,9
2109,1,1,10,9
2110,25,1,16,9
2111,50,1,11,9
2112,56,1,13,9
2113,45,2,12,9
2114,25,1,6,9
2115,18,1,18,9
2116,35,1,17,7
2117,18,1,4,9
2118,56,1,13,9
2119,25,1,14,9
2120,35,1,4,9
2121,1,1,0,9
2122,56,1,13,9
2123,35,1,12,9
2124,35,2,0,8
2125,25,1,0,9
2126,35,1,3,9
2127,56,1,14,9
2128,18,1,4,9
2129,45,2,1,7
2130,25,1,5,9
2131,45,1,0,9
2132,25,1,0,9
2133,56,1,14,9
2134,1,2,10,9
2135,18,1,10,9
2136,50,1,1,7
2137,35,1,18,9
2138,1,2,10,9
2139,18,2,4,9
2140,50,2,3,9
2141,45,1,14,9
2142,50,2,16,9
2143,45,2,14,9
2144,18,1,4,9
2145,18,1,0,9
2146,18,1,10,9
2147,18,1,2,9
2148,18,2,0,9
2149,18,2,0,9
2150,25,1,0,9
2151,18,2,4,7
2152,56,1,13,9
2153,18,1,4,8
2154,18,1,16,9
2155,25,1,12,9
2156,1,2,10,9
2157,18,1,19,9
2158,18,2,3,9
2159,25,1,12,9
2160,50,2,14,9
2161,18,2,19,8
2162,35,2,2,9
2163,1,2,10,9
2164,18,1,0,9
2165,35,1,0,9
2166,25,1,7,9
2167,1,1,10,9
2168,25,2,6,9
2169,1,1,10,9
2170,1,1,0,9
2171,50,2,16,9
2172,35,1,0,9
2173,18,1,20,9
2174,50,1,13,9
2175,50,1,12,9
2176,25,1,4,9
2177,1,1,19,9
2178,35,2,20,9
2179,45,1,14,9
2180,25,2,0,9
2181,25,1,12,9
2182,25,1,0,9
2183,25,2,4,7
2184,56,2,1,9
2185,18,1,4,9
2186,45,1,17,9
2187,18,1,5,9
2188,45,1,16,9
2189,18,2,19,9
2190,1,1,10,7
2191,25,2,15,9
2192,18,1,4,6
2193,25,2,0,9
2194,1,1,10,9
2195,25,1,17,9
2196,1,1,10,9
2197,25,1,12,9
2198,25,2,1,8
2199,35,2,9,8
2200,1,1,10,9
2201,35,1,1,9
2202,56,1,20,9
2203,1,2,10,9
2204,45,1,12,9
2205,56,1,3,9
2206,25,2,7,9
2207,45,1,7,9
2208,18,1,4,6
2209,25,1,0,9
2210,35,1,7,9
2211,45,1,17,9
2212,45,1,6,9
2213,18,1,4,7
2214,25,2,0,7
2215,25,2,1,9
2216,25,2,0,9
2217,25,2,20,9
2218,1,1,10,9
2219,35,1,17,7
2220,25,1,6,9
2221,50,2,3,8
2222,56,1,17,9
2223,45,2,1,9
2224,25,1,2,9
2225,25,1,12,9
2226,25,1,5,9
2227,25,2,7,9
2228,50,1,14,9
2229,25,1,12,9
2230,45,1,0,7
2231,45,2,1,9
2232,50,1,11,9
2233,25,1,14,9
2234,35,2,3,9
2235,56,1,1,9
2236,1,1,10,9
2237,1,1,10,9
2238,35,2,6,9
2239,25,2,4,9
2240,18,1,10,9
2241,45,1,12,9
2242,45,1,5,9
2243,18,1,4,9
2244,45,1,2,9
2245,1,1,10,9
2246,1,1,10,9
2247,25,1,0,9
2248,45,1,2,9
2249,35,2,12,9
2250,25,1,5,9
2251,18,1,19,9
2252,35,1,14,9
2253,18,2,1,9
2254,50,2,0,9
2255,35,1,5,9
2256,35,2,6,9
2257,45,2,15,9
2258,18,2,4,9
2259,18,2,4,9
2260,56,2,16,9
2261,25,2,20,9
2262,25,1,5,9
2263,45,1,17,9
2264,25,1,6,9
2265,45,2,7,9
2266,56,1,13,9
2267,50,2,2,9
2268,56,2,13,9
2269,35,2,1,9
2270,45,2,0,9
2271,18,1,1,9
2272,50,1,14,9
2273,25,1,0,9
2274,25,1,6,9
2275,18,1,2,8
2276,56,1,7,9
2277,56,1,13,9
2278,45,2,9,7
2279,50,1,17,9
2280,50,1,7,9
2281,56,1,6,9
2282,45,1,11,9
2283,50,1,2,9
2284,35,1,18,9
2285,25,1,20,9
2286,1,2,10,9
2287,35,1,17,7
2288,56,1,0,9
2289,1,1,10,9
2290,50,2,1,7
2291,25,1,0,9
2292,45,1,1,9
2293,50,1,15,6
2294,56,2,3,9
2295,56,1,13,9
2296,45,1,11,9
2297,25,2,6,9
2298,56,1,13,9
2299,35,1,17,9
2300,18,2,10,9
2301,56,1,13,8
2302,25,2,12,9
2303,50,1,12,9
2304,50,1,17,9
2305,45,1,12,9
2306,50,1,20,9
2307,18,2,4,9
2308,25,1,17,9
2309,45,2,16,9
2310,45,2,0,9
2311,45,1,12,9
2312,25,2,4,9
2313,45,1,0,9
2314,50,2,6,9
2315,25,2,1,7
2316,56,1,7,9
2317,35,1,0,9
2318,45,2,9,9
2319,56,1,7,9
2320,35,1,7,9
2321,50,2,1,9
2322,25,1,7,9
2323,56,2,13,9
2324,35,1,3,9
2325,35,1,17,9
2326,18,2,4,7
2327,18,1,4,9
2328,18,1,10,9
2329,56,1,7,9
2330,56,2,15,8
2331,45,1,7,9
2332,56,1,1,9
2333,56,1,14,9
2334,50,1,6,9
2335,56,2,7,9
2336,50,1,17,9
2337,35,1,18,9
2338,35,1,17,8
2339,45,1,17,9
2340,56,2,3,9
2341,35,1,2,9
2342,56,1,1,9
2343,35,1,3,9
2344,45,2,1,8
2345,25,1,12,9
2346,35,1,16,9
2347,1,2,10,9
2348,35,1,1,6
2349,50,1,12,9
2350,25,1,8,9
2351,18,1,4,9
2352,25,2,0,9
2353,50,1,13,9
2354,35,2,9,9
2355,35,1,11,9
2356,45,2,9,9
2357,50,2,16,9
2358,35,2,14,7
2359,56,2,6,8
2360,56,1,13,7
2361,50,1,6,9
2362,56,1,7,9
2363,25,1,14,8
2364,50,1,14,7
2365,56,2,9,8
2366,50,1,7,9
2367,45,2,16,8
2368,25,2,9,9
2369,56,2,13,9
2370,35,1,14,9
2371,50,1,1,9
2372,35,2,7,9
2373,45,2,7,9
2374,45,1,7,7
2375,25,1,14,9
2376,50,2,7,7
2377,25,1,1,9
2378,35,1,0,9
2379,25,1,3,9
2380,18,1,18,9
2381,25,1,4,9
2382,35,2,9,7
2383,50,1,13,9
2384,25,2,14,9
2385,35,1,17,9
2386,45,2,2,9
2387,25,2,0,9
2388,25,1,17,9
2389,56,1,5,8
2390,25,1,16,9
2391,25,2,6,8
2392,50,1,18,9
2393,56,2,3,9
2394,56,1,13,9
2395,35,1,6,9
2396,35,1,7,9
2397,18,2,0,9
2398,35,2,11,9
2399,25,1,0,9
2400,35,1,17,6
2401,25,2,16,9
2402,25,1,4,9
2403,45,1,17,9
2404,18,1,4,9
2405,18,1,7,9
2406,50,1,8,9
2407,56,2,12,9
2408,35,1,16,9
2409,45,2,1,9
2410,35,2,9,9
2411,56,1,7,9
2412,35,2,14,9
2413,56,1,13,9
2414,56,2,7,7
2415,25,1,1,9
2416,25,1,7,9
2417,45,1,7,9
2418,45,1,1,9
2419,1,2,10,9
2420,25,1,0,9
2421,50,1,7,9
2422,35,1,7,9
2423,50,2,9,9
2424,45,2,9,9
2425,25,1,17,9
2426,35,2,14,9
2427,56,1,0,8
2428,25,2,14,9
2429,45,1,17,9
2430,25,1,2,9
2431,25,1,4,9
2432,25,2,4,6
2433,25,1,4,9
2434,25,1,4,9
2435,25,1,4,8
2436,25,1,4,9
2437,25,1,7,9
2438,25,1,4,9
2439,35,1,1,9
2440,45,1,17,9
2441,50,1,17,7
2442,45,2,6,9
2443,35,1,17,9
2444,35,2,0,6
2445,45,2,4,8
2446,25,1,0,9
2447,18,1,7,9
2448,25,1,14,9
2449,35,1,6,9
2450,56,1,13,9
2451,45,1,16,9
2452,45,1,12,9
2453,45,1,7,9
2454,25,1,7,9
2455,18,1,0,9
2456,35,1,7,9
2457,25,1,5,9
2458,25,1,0,9
2459,25,1,7,9
2460,50,1,7,9
2461,50,2,1,9
2462,18,1,4,9
2463,35,1,1,9
2464,25,1,7,9
2465,18,2,4,7
2466,50,1,6,9
2467,25,1,15,9
2468,1,1,10,9
2469,50,1,1,9
2470,25,1,4,9
2471,35,1,18,9
2472,50,1,13,9
2473,25,1,18,9
2474,25,1,12,7
2475,25,1,12,9
2476,25,2,18,9
2477,50,1,12,9
2478,45,1,0,9
2479,50,1,1,9
2480,25,2,1,8
2481,18,2,20,9
2482,35,1,14,9
2483,50,2,3,9
2484,56,1,13,9
2485,45,1,5,9
2486,35,1,14,9
2487,18,1,12,9
2488,45,1,7,9
2489,45,2,2,9
2490,35,2,9,9
2491,25,1,12,6
2492,35,1,7,9
2493,45,2,2,9
2494,45,1,2,9
2495,18,1,4,9
2496,18,2,4,9
2497,50,1,1,9
2498,50,2,14,9
2499,56,1,18,9
2500,50,1,0,9
2501,56,1,1,9
2502,25,1,15,9
2503,56,1,13,9
2504,35,1,17,9
2505,25,1,7,9
2506,25,1,7,9
2507,25,2,14,9
2508,25,1,4,9
2509,35,2,3,8
2510,25,1,5,9
2511,25,1,7,9
2512,25,1,7,9
2513,45,2,14,9
2514,56,1,1,9
2515,56,1,14,9
2516,45,1,12,9
2517,45,2,6,9
2518,35,2,9,9
2519,25,1,7,9
2520,45,2,2,8
2521,56,2,2,9
2522,35,1,17,9
2523,18,1,11,9
2524,25,1,17,9
2525,56,2,9,9
2526,35,2,1,9
2527,56,1,13,9
2528,35,1,15,8
2529,56,1,0,9
2530,35,2,9,9
2531,18,1,0,8
2532,45,2,7,7
2533,56,2,13,9
2534,25,2,3,9
2535,50,2,6,9
2536,56,2,2,9
2537,56,1,13,9
2538,35,1,11,9
2539,56,1,13,9
2540,35,1,7,9
2541,45,2,6,9
2542,35,2,5,9
2543,45,2,13,9
2544,35,2,0,9
2545,45,1,1,9
2546,56,1,13,9
2547,56,2,13,9
2548,35,2,0,9
2549,35,2,6,9
2550,56,1,13,8
2551,50,1,7,9
2552,25,1,12,9
2553,25,2,9,9
2554,25,1,7,9
2555,25,1,1,9
2556,56,1,7,9
2557,25,1,4,9
2558,18,2,19,9
2559,56,1,17,9
2560,18,1,10,9
2561,45,2,6,9
2562,25,1,15,9
2563,18,1,0,9
2564,45,1,13,6
2565,35,2,20,9
2566,35,1,5,9
2567,35,1,17,9
2568,25,1,0,9
2569,25,1,17,9
2570,45,1,0,9
2571,56,2,14,9
2572,35,1,17,9
2573,35,1,14,9
2574,45,1,16,9
2575,50,1,6,9
2576,35,1,7,9
2577,18,1,17,9
2578,25,1,7,9
2579,50,1,7,6
2580,35,1,15,9
2581,45,2,1,9
2582,25,1,11,9
2583,25,2,1,9
2584,35,1,7,9
2585,56,2,1,9
2586,45,1,15,9
2587,25,1,20,9
2588,35,1,7,9
2589,56,2,13,9
2590,25,1,0,9
2591,18,1,4,9
2592,18,1,1,9
2593,50,1,7,9
2594,56,1,16,9
2595,35,1,7,9
2596,18,1,4,9
2597,50,1,7,9
2598,50,2,0,9
2599,25,1,17,9
2600,25,1,12,9
2601,25,1,14,9
2602,35,1,16,6
2603,45,1,12,9
2604,25,1,17,9
2605,25,1,0,9
2606,35,1,7,9
2607,50,1,7,9
2608,56,2,0,9
2609,25,2,1,9
2610,50,2,12,9
2611,45,1,7,9
2612,25,1,3,9
2613,45,2,3,9
2614,35,1,1,9
2615,25,1,7,9
2616,25,1,7,9
2617,35,1,7,9
2618,45,2,15,9
2619,18,2,4,9
2620,35,1,12,9
2621,18,1,4,9
2622,18,1,0,9
2623,35,2,6,9
2624,56,1,1,9
2625,35,2,0,9
2626,35,1,7,9
2627,56,1,1,9
2628,25,1,1,9
2629,25,2,2,9
2630,25,1,11,9
2631,18,2,5,9
2632,50,2,1,9
